Pali Text,English Translation,Contexts,Usage Count
Paṭhamakāmabhūsuttaṃ,,Section Title: sn.4.7/Section 347,1
Paṭhamakāyaduccaritasuttaṃ,,Section Title: an5.25/Section 242,1
Paṭhamamacchariyasuttaṃ,,Section Title: an5.24/Section 239,1
Paṭhamamahaddhanasuttaṃ,,Section Title: sn.5.11/Section 1040,1
Paṭhamamahāpathavīsuttaṃ,,Section Title: sn.5.12/Section 1125,1
Paṭhamamahāsamuddasuttaṃ,,Section Title: sn.5.12/Section 1127,1
Paṭhamamanoduccaritasuttaṃ,,Section Title: an5.25/Section 244,1
Paṭhamamigajālasuttaṃ,,Section Title: sn.4.1/Section 63,1
Paṭhamamittasuttaṃ,,Section Title: an7.4/Section 36,1
Paṭhamamoranivāpasuttaṃ,,Section Title: an3.14/Section 144,1
Paṭhamaniddasasuttaṃ,,Section Title: an7.4/Section 42,1
Paṭhamanidānasuttaṃ,,Section Title: an3.11/Section 112,1
Paṭhamanoceassādasuttaṃ,,Section Title: sn.4.1/Section 17,1
Paṭhamapabbatūpamasuttaṃ,,Section Title: sn.5.12/Section 1129,1
Paṭhamapajjunnadhītusuttaṃ,,Section Title: sn.1.1/Section 39,1
Paṭhamaparihānisuttaṃ,,Section Title: an7.3/Section 28,1
Paṭhamapaṭisambhidāsuttaṃ,,Section Title: an7.4/Section 38,1
Paṭhamapeyyālavaggo,,Vagga Title: sn.4.3/Section 280,1
Paṭhamapiyasuttaṃ,,Section Title: an7.1/Section 1,1
Paṭhamapubbesambodhasuttaṃ,,Section Title: sn.4.1/Section 13,1
Paṭhamapubbārāmasuttaṃ,,Section Title: sn.5.4/Section 515,1
Paṭhamapāpaṇikasuttaṃ,,Section Title: an3.2/Section 19,1
Paṭhamarahogatasuttaṃ,,Section Title: sn.5.8/Section 899,1
Paṭhamarukkhasuttaṃ,,Section Title: sn.5.4/Section 537,1
Paṭhamarūpārāmasuttaṃ,,Section Title: sn.4.1/Section 136,1
Paṭhamasabbupādānapariyādānasuttaṃ,,Section Title: sn.4.1/Section 61,1
Paṭhamasaddhammasammosasuttaṃ,,Section Title: an5.16/Section 154,1
Paṭhamasamayavimuttasuttaṃ,,Section Title: an5.15/Section 149,1
Paṭhamasambahulasuttaṃ,,Section Title: sn.4.2/Section 265,1
Paṭhamasamiddhimārapañhāsuttaṃ,,Section Title: sn.4.1/Section 65,1
Paṭhamasammattaniyāmasuttaṃ,,Section Title: an5.16/Section 151,1
Paṭhamasamuddasuttaṃ,,Section Title: sn.4.1/Section 228,1
Paṭhamasamugghātasappāyasuttaṃ,,Section Title: sn.4.1/Section 31,1
Paṭhamasattakasuttaṃ,,Section Title: an7.3/Section 23,1
Paṭhamasaṃbhejjasuttaṃ,,Section Title: sn.5.12/Section 1123,1
Paṭhamasaṃkhittasuttaṃ,,Section Title: sn.5.4/Section 482,1
Paṭhamasaṅgāmasuttaṃ,,Section Title: sn.1.3/Section 125,1
Paṭhamasekhasuttaṃ,,Section Title: an5.9/Section 89,1
Paṭhamasikkhattayasuttaṃ,,Section Title: an3.9/Section 90,1
Paṭhamasikkhāsuttaṃ,,Section Title: an3.9/Section 87,1
Paṭhamasinerupabbatarājasuttaṃ,,Section Title: sn.5.12/Section 1119,1
Paṭhamasoceyyasuttaṃ,,Section Title: an3.12/Section 121,1
Paṭhamasotāpannasuttaṃ,,Section Title: sn.5.4/Section 472,1
Paṭhamasovacassatāsuttaṃ,,Section Title: an7.4/Section 34,1
Paṭhamasukkāsuttaṃ,,Section Title: sn.1.10/Section 243,1
Paṭhamasāriputtakoṭṭhikasuttaṃ,,Section Title: sn.4.10/Section 412,1
Paṭhamasūriyasuttaṃ,,Section Title: sn.5.12/Section 1107,1
Paṭhamasūriyūpamasuttaṃ,,Section Title: sn.5.2/Section 193,1
Paṭhamauppannasuttaṃ,,Section Title: sn.5.2/Section 190,1
Paṭhamauppādasuttaṃ,,Section Title: sn.5.4/Section 529,1
Paṭhamavacīduccaritasuttaṃ,,Section Title: an5.25/Section 243,1
Paṭhamavasasuttaṃ,,Section Title: an7.4/Section 40,1
Paṭhamavaḍḍhisuttaṃ,,Section Title: an5.7/Section 63,1
Paṭhamavinayadharasobhanasuttaṃ,,Section Title: an7.8/Section 79,1
Paṭhamavinayadharasuttaṃ,,Section Title: an7.8/Section 75,1
Paṭhamavitthārasuttaṃ,,Section Title: sn.5.4/Section 485,1
Paṭhamavuḍḍhapabbajitasuttaṃ,,Section Title: an5.6/Section 59,1
Paṭhamayodhājīvasuttaṃ,,Section Title: an5.8/Section 75,1
Paṭhamaāghātapaṭivinayasuttaṃ,,Section Title: an5.17/Section 161,1
Paṭhamaājānīyasuttaṃ,,Section Title: an3.10/Section 97,1
Paṭhamaākāsasuttaṃ,,Section Title: sn.4.2/Section 260,1
Paṭhamaāmakadhaññapeyyālavaggo,,Vagga Title: sn.5.12/Section 1131,1
Paṭhamaāyusuttaṃ,,Section Title: sn.1.4/Section 145,1
Paṭhamābhinandasuttaṃ,,Section Title: sn.4.1/Section 19,1
Paṭiccasamuppādasuttaṃ,,Section Title: sn.2.1/Section 1,1
Paṭicchannasuttaṃ,,Section Title: an3.13/Section 132,1
Paṭilābhasuttaṃ,,Section Title: sn.5.4/Section 481,1
Paṭipadāsuttaṃ,,Section Title: sn.2.1/Section 3,1
Paṭipannasuttaṃ,,Section Title: sn.5.4/Section 488,1
Paṭisambhidāpattasuttaṃ,,Section Title: an5.9/Section 86,1
Pesalasuttaṃ,,Section Title: sn.1.8/Section 211,1
Pesisuttaṃ,,Section Title: sn.2.8/Section 203,1
Pesuññasuttaṃ,,Section Title: sn.5.12/Section 1145,1
Petteyyasuttaṃ,,Section Title: sn.5.12/Section 1137,1
Pettidevanirayādisuttaṃ,,Section Title: sn.5.12/Section 1199,1
Pettidevapettivisayasuttaṃ,,Section Title: sn.5.12/Section 1201,1
Pettimanussanirayādisuttaṃ,,Section Title: sn.5.12/Section 1196,1
Phaggunapañhāsuttaṃ,,Section Title: sn.4.1/Section 83,1
Pharusavācāsuttaṃ,,Section Title: sn.5.12/Section 1146,1
Phassamūlakasuttaṃ,,Section Title: sn.4.2/Section 258,1
Phassanānattasuttaṃ,,Section Title: sn.2.3/Section 86,1
Phusatisuttaṃ,,Section Title: sn.1.1/Section 22,1
Pihitasuttaṃ,,Section Title: sn.1.1/Section 68,1
Pitusuttaṃ,,Section Title: sn.2.4/Section 138,1
Pitusuttādichakkaṃ,,Section Title: sn.2.6/Section 187,1
Piyaṅkarasuttaṃ,,Section Title: sn.1.10/Section 240,1
Piṅgiyānīsuttaṃ,,Section Title: an5.20/Section 195,1
Piṇḍolabhāradvājasuttaṃ,,Section Title: sn.5.4/Section 519,1
Potthakasuttaṃ,,Section Title: an3.10/Section 100,1
Pubbakoṭṭhakasuttaṃ,,Section Title: sn.5.4/Section 514,1
Pubbaṇhasuttaṃ,,Section Title: an3.15/Section 156,1
Pubbenivāsasuttaṃ,,Section Title: sn.5.8/Section 920,1
Pubbesambodhasuttaṃ,,Section Title: sn.2.3/Section 115,1
Pubbevasambodhasuttaṃ,,Section Title: an3.11/Section 104,1
Puggalappasādasuttaṃ,,Section Title: an5.25/Section 250,1
Punaappamādavaggo,,Vagga Title: sn.5.2/Section 324,1
Punabalakaraṇīyavaggo,,Vagga Title: sn.5.2/Section 334,1
Punabalādisuttaṃ - Soḷasamo.,,Section Title: sn.5.2/Section 334,1
Punabbasusuttaṃ,,Section Title: sn.1.10/Section 241,1
Punabbhavasuttaṃ,,Section Title: sn.5.4/Section 491,1
Punaesanādisuttaṃ - Punaesanāvaggo sattarasamo.,,Section Title: sn.5.2/Section 346,1
Punaesanāvaggo,,Vagga Title: sn.5.2/Section 346,1
Punagaṅgānadīādisuttaṃ - Vaggo cuddasamo,,Section Title: sn.5.2/Section 312,1
Punagaṅgāpeyyālavaggo,,Vagga Title: sn.5.2/Section 312,1
Punakūṭasuttaṃ,,Section Title: an5.2/Section 16,1
Punaoghavaggo,,Vagga Title: sn.5.2/Section 357,1
Punaoghādisuttaṃ - Bojjhaṅgasaṃyutassa punaoghavaggo aṭṭhārasamo,,Section Title: sn.5.2/Section 357,1
Purisagatisuttaṃ,,Section Title: an7.6/Section 55,1
Puthupaññāsuttaṃ,,Section Title: sn.5.11/Section 1059,1
Puttamaṃsūpamasuttaṃ,,Section Title: sn.2.1/Section 63,1
Puññābhisandasuttaṃ,,Section Title: an5.5/Section 45,1
Puḷavakasuttaṃ,,Section Title: sn.5.2/Section 239,1
Puṇṇasuttaṃ,,Section Title: sn.4.1/Section 88,1
Pākatindriyasuttaṃ,,Section Title: sn.1.9/Section 233,1
Pāpabhikkhunīsuttaṃ,,Section Title: sn.2.8/Section 219,1
Pāpabhikkhusuttaṃ,,Section Title: sn.2.8/Section 218,1
Pāpasikkhamānasuttaṃ,,Section Title: sn.2.8/Section 220,1
Pāpasāmaṇerasuttaṃ,,Section Title: sn.2.8/Section 221,1
Pāpasāmaṇerīsuttaṃ,,Section Title: sn.2.8/Section 222,1
Pāraṅgamasuttaṃ,,Section Title: sn.5.2/Section 198,1
Pāricchattakasuttaṃ,,Section Title: an7.7/Section 69,1
Pāsādakampanavaggo,,Vagga Title: sn.5.7/Section 823,1
Pāsāṇasuttaṃ,,Section Title: sn.1.4/Section 147,1
Pātheyyasuttaṃ,,Section Title: sn.1.1/Section 79,1
Pātimokkhasaṃvarasuttaṃ,,Section Title: sn.5.3/Section 412,1
Pātālasuttaṃ,,Section Title: sn.4.2/Section 252,1
Pāṇātipātasuttaṃ,,Section Title: sn.5.12/Section 1141,1
Pāṭaliyasuttaṃ,,Section Title: sn.4.8/Section 365,1
Pītisuttaṃ,,Section Title: an5.18/Section 176,1
Rahogatasuttaṃ,,Section Title: sn.4.2/Section 259,1
Rajanīyasuttaṃ,,Section Title: an5.9/Section 81,1
Rajjasuttaṃ,,Section Title: sn.1.4/Section 156,1
Rajjusuttaṃ,,Section Title: sn.2.6/Section 178,1
Rathasuttaṃ,,Section Title: sn.1.1/Section 72,1
Rathopamasuttaṃ,,Section Title: sn.4.1/Section 239,1
Rohitassasuttaṃ,,Section Title: sn.1.2/Section 107,1
Rukkhamūlikasuttaṃ,,Section Title: an5.19/Section 183,1
Rukkhasuttaṃ,,Section Title: sn.5.2/Section 220,1
Ruṇṇasuttaṃ,,Section Title: an3.11/Section 108,1
Rādhaanattasuttaṃ,,Section Title: sn.4.1/Section 78,1
Rādhaaniccasuttaṃ,,Section Title: sn.4.1/Section 76,1
Rādhadukkhasuttaṃ,,Section Title: sn.4.1/Section 77,1
Rāhulovādasuttaṃ,,Section Title: sn.4.1/Section 121,1
Rājāsuttaṃ,,Section Title: an5.18/Section 178,1
Rāmaṇeyyakasuttaṃ,,Section Title: sn.1.11/Section 261,1
Rāsiyasuttaṃ,,Section Title: sn.4.8/Section 364,1
Rūpasuttaṃ,,Section Title: sn.2.7/Section 189,1
Rūpiyapātisuttaṃ,,Section Title: sn.2.6/Section 168,1
Rūpādisuttanavakaṃ,,Section Title: sn.2.7/Section 199,1
Sabbaaniccavaggo,,Vagga Title: sn.4.1/Section 1,1
Sabbasuttaṃ,,Section Title: sn.4.1/Section 23,1
Sabbatthagāminisuttaṃ,,Section Title: sn.5.8/Section 915,1
Sabbavaggo,,Vagga Title: sn.4.1/Section 23,1
Sabbhisuttaṃ,,Section Title: sn.1.1/Section 31,1
Sabbupādānapariññāsuttaṃ,,Section Title: sn.4.1/Section 60,1
Sabhiyakaccānasuttaṃ,,Section Title: sn.4.10/Section 420,1
Sabrahmakasuttaṃ,,Section Title: an3.4/Section 31,1
Sabyābajjhasuttaṃ,,Section Title: an3.1/Section 8,1
Sacetanasuttaṃ,,Section Title: an3.2/Section 15,1
Saddhammappatirūpakasuttaṃ,,Section Title: sn.2.5/Section 156,1
Saddhammasuttaṃ,,Section Title: an7.9/Section 94,1
Saddhasuttaṃ,,Section Title: an5.4/Section 38,1
Saddhāsuttaṃ,,Section Title: sn.1.1/Section 36,1
Sagāthāsuttaṃ,,Section Title: sn.2.3/Section 100,1
Sagāthāvaggo,,Vagga Title: sn.4.2/Section 249,1
Sahampatibrahmasuttaṃ,,Section Title: sn.5.4/Section 527,1
Sahāyakasuttaṃ,,Section Title: sn.2.10/Section 246,1
Sajjhāyasuttaṃ,,Section Title: sn.1.9/Section 230,1
Sakadāgāmiphalasuttaṃ,,Section Title: sn.5.11/Section 1052,1
Sakkaccasuttaṃ,,Section Title: an7.7/Section 70,1
Sakkapañhasuttaṃ,,Section Title: sn.4.1/Section 118,1
Sakkasuttaṃ,,Section Title: sn.4.6/Section 341,1
Sakkāyadiṭṭhipahānasuttaṃ,,Section Title: sn.4.1/Section 166,1
Sakkāyapañhāsuttaṃ,,Section Title: sn.4.4/Section 328,1
Sakuṇagghisuttaṃ,,Section Title: sn.5.3/Section 372,1
Salaḷāgārasuttaṃ,,Section Title: sn.5.8/Section 906,1
Sallasuttaṃ,,Section Title: sn.4.2/Section 254,1
Samathavipassanāsuttaṃ,,Section Title: sn.4.9/Section 367,1
Samaṇabrāhmaṇavaggo,,Vagga Title: sn.2.1/Section 71,1
Sambarimāyāsuttaṃ,,Section Title: sn.1.11/Section 269,1
Sambhejjaudakasuttaṃ,,Section Title: sn.2.2/Section 76,1
Sambuddhasuttaṃ,,Section Title: sn.5.4/Section 498,1
Samiddhasuttaṃ,,Section Title: an3.3/Section 21,1
Samiddhidukkhapañhāsuttaṃ,,Section Title: sn.4.1/Section 67,1
Samiddhilokapañhāsuttaṃ,,Section Title: sn.4.1/Section 68,1
Samiddhisattapañhāsuttaṃ,,Section Title: sn.4.1/Section 66,1
Sammappadhānasuttaṃ,,Section Title: sn.4.9/Section 371,1
Sammasasuttaṃ,,Section Title: sn.2.1/Section 66,1
Sammukhībhāvasuttaṃ,,Section Title: an3.5/Section 41,1
Sammāsambuddhasuttaṃ,,Section Title: sn.5.12/Section 1093,1
Sampannasuttaṃ,,Section Title: sn.5.4/Section 489,1
Samphappalāpasuttaṃ,,Section Title: sn.5.12/Section 1147,1
Samphassasuttaṃ,,Section Title: sn.2.7/Section 191,1
Samudayasuttaṃ,,Section Title: sn.5.3/Section 408,1
Samuddakasuttaṃ,,Section Title: sn.1.11/Section 256,1
Samuddasuttaṃ,,Section Title: sn.2.2/Section 80,1
Samuddavaggo,,Vagga Title: sn.4.1/Section 228,1
Samugghātasāruppasuttaṃ,,Section Title: sn.4.1/Section 30,1
Samādhiparikkhārasuttaṃ,,Section Title: an7.5/Section 45,1
Samādhivaggo,,Vagga Title: sn.5.12/Section 1071,1
Sanaṅkumārasuttaṃ,,Section Title: sn.1.6/Section 182,1
Sanidānasuttaṃ,,Section Title: sn.2.3/Section 96,1
Santuṭṭhasuttaṃ,,Section Title: sn.2.5/Section 144,1
Sappasuttaṃ,,Section Title: sn.1.4/Section 142,1
Sappaññavaggo,,Vagga Title: sn.5.11/Section 1047,1
Sappurisadānasuttaṃ,,Section Title: an5.15/Section 148,1
Sappurisasuttaṃ,,Section Title: an5.5/Section 42,1
Sarabhasuttaṃ,,Section Title: an3.7/Section 65,1
Saradasuttaṃ,,Section Title: an3.10/Section 95,1
Sarasuttaṃ,,Section Title: sn.1.1/Section 27,1
Sasīsakasuttaṃ,,Section Title: sn.2.8/Section 212,1
Satipaṭṭhānasuttaṃ,,Section Title: sn.4.9/Section 370,1
Sattadhammasuttaṃ,,Section Title: an7.6/Section 60,1
Sattadhātusuttaṃ,,Section Title: sn.2.3/Section 95,1
Sattajaṭilasuttaṃ,,Section Title: sn.1.3/Section 122,1
Sattakammapathasuttaṃ,,Section Title: sn.2.3/Section 110,1
Sattasūriyasuttaṃ,,Section Title: an7.7/Section 66,1
Sattavassānubandhasuttaṃ,,Section Title: sn.1.4/Section 160,1
Sattaviññāṇaṭṭhitisuttaṃ,,Section Title: an7.5/Section 44,1
Satthusuttaṃ,,Section Title: sn.2.1/Section 73,1
Satthusāsanasuttaṃ,,Section Title: an7.8/Section 83,1
Satthāravandanāsuttaṃ,,Section Title: sn.1.11/Section 265,1
Sattisatasuttaṃ,,Section Title: sn.5.12/Section 1105,1
Sattivaggo,,Vagga Title: sn.1.1/Section 21,1
Satullapakāyikavaggo,,Vagga Title: sn.1.1/Section 31,1
Savitakkasavicārasuttaṃ,,Section Title: sn.4.9/Section 368,1
Sañcetanāsuttaṃ,,Section Title: sn.2.7/Section 194,1
Saññānānattasuttaṃ,,Section Title: sn.2.3/Section 91,1
Saḷavaggo,,Vagga Title: sn.4.1/Section 94,1
Saṃkhittabalasuttaṃ,,Section Title: an7.1/Section 3,1
Saṃkhittadhammasuttaṃ,,Section Title: sn.4.1/Section 86,1
Saṃkhittadhanasuttaṃ,,Section Title: an7.1/Section 5,1
Saṃkhittasuttaṃ,,Section Title: an5.2/Section 13,1
Saṃvarasuttaṃ,,Section Title: sn.4.1/Section 98,1
Saṃyogasuttaṃ,,Section Title: an7.5/Section 51,1
Saṃyojanapahānasuttaṃ,,Section Title: sn.4.1/Section 54,1
Saṃyojanasamugghātasuttaṃ,,Section Title: sn.4.1/Section 55,1
Saṃyojaniyadhammasuttaṃ,,Section Title: sn.4.1/Section 122,1
Saṃyojaniyasuttaṃ,,Section Title: sn.4.1/Section 109,1
Saṅghavandanāsuttaṃ,,Section Title: sn.1.11/Section 266,1
Saṅkavāsuttaṃ,,Section Title: an3.9/Section 92,1
Saṅkhadhamasuttaṃ,,Section Title: sn.4.8/Section 360,1
Saṅkhatalakkhaṇasuttaṃ,,Section Title: an3.5/Section 47,1
Saṅkhārasuttaṃ,,Section Title: an3.3/Section 23,1
Saṅkāsanasuttaṃ,,Section Title: sn.5.12/Section 1089,1
Saṇamānasuttaṃ,,Section Title: sn.1.1/Section 15,1
Saṭṭhipeyyālavaggo,,Vagga Title: sn.4.1/Section 168,1
Sedakasuttaṃ,,Section Title: sn.5.3/Section 385,1
Sekhasuttaṃ,,Section Title: sn.5.4/Section 523,1
Sekkhasuttaṃ,,Section Title: an3.9/Section 86,1
Selāsuttaṃ,,Section Title: sn.1.5/Section 170,1
Senāsanapaññāpakasuttāditerasakaṃ,,Section Title: an5.27/Section 273,1
Serīsuttaṃ,,Section Title: sn.1.2/Section 104,1
Sevitabbasuttaṃ,,Section Title: an3.3/Section 26,1
Seyyohamasmisuttaṃ,,Section Title: sn.4.1/Section 108,1
Sikhīsuttaṃ,,Section Title: sn.2.1/Section 5,1
Sikkhāsuttādipeyyālaekādasakaṃ,,Section Title: sn.2.1/Section 73,1
Sirivaḍḍhasuttaṃ,,Section Title: sn.5.3/Section 395,1
Sivasuttaṃ,,Section Title: sn.1.2/Section 102,1
Sivathikasuttaṃ,,Section Title: an5.25/Section 249,1
Sobhanasuttaṃ,,Section Title: an5.24/Section 233,1
Somāsuttaṃ,,Section Title: sn.1.5/Section 163,1
Sosānikasuttaṃ,,Section Title: an5.19/Section 184,1
Sottiyasuttaṃ,,Section Title: an7.9/Section 88,1
Sotāpattiphalasuttaṃ,,Section Title: sn.5.11/Section 1051,1
Subhasuttaṃ,,Section Title: sn.1.4/Section 139,1
Subhāsitajayasuttaṃ,,Section Title: sn.1.11/Section 251,1
Subhāsitasuttaṃ,,Section Title: sn.1.8/Section 213,1
Subrahmasuttaṃ,,Section Title: sn.1.2/Section 98,1
Sudattasuttaṃ,,Section Title: sn.1.10/Section 242,1
Suddhasuttaṃ,,Section Title: sn.5.3/Section 390,1
Suddhikavaggo,,Vagga Title: sn.5.4/Section 471,1
Sujātasuttaṃ,,Section Title: sn.2.10/Section 239,1
Sukhasuttaṃ,,Section Title: sn.4.2/Section 250,1
Sukhindriyavaggo,,Vagga Title: sn.5.4/Section 501,1
Sukhitasuttaṃ,,Section Title: sn.2.4/Section 135,1
Sukhumālasuttaṃ,,Section Title: an3.4/Section 39,1
Sukkadhammasuttaṃ,,Section Title: sn.2.6/Section 183,1
Sumanasuttaṃ,,Section Title: an5.4/Section 31,1
Sundarikasuttaṃ,,Section Title: sn.1.7/Section 195,1
Sunettasuttaṃ,,Section Title: an7.7/Section 73,1
Supatisuttaṃ,,Section Title: sn.1.4/Section 143,1
Surāmerayasuttaṃ,,Section Title: sn.5.12/Section 1134,1
Susammuṭṭhasuttaṃ,,Section Title: sn.1.1/Section 8,1
Susīlasuttaṃ,,Section Title: sn.4.3/Section 299,1
Susīmasuttaṃ,,Section Title: sn.1.11/Section 248,1
Sutanusuttaṃ,,Section Title: sn.5.8/Section 901,1
Suvaṇṇanikkhasuttādiaṭṭhakaṃ,,Section Title: sn.2.6/Section 169,1
Suvaṇṇapātisuttaṃ,,Section Title: sn.2.6/Section 167,1
Suvīrasuttaṃ,,Section Title: sn.1.11/Section 247,1
Suññatalokasuttaṃ,,Section Title: sn.4.1/Section 85,1
Suññatasamādhisuttaṃ,,Section Title: sn.4.9/Section 369,1
Sādhusuttaṃ,,Section Title: sn.1.1/Section 33,1
Sākacchavaggo,,Vagga Title: sn.5.2/Section 232,1
Sāketasuttaṃ,,Section Title: sn.5.4/Section 513,1
Sāmaññasuttaṃ,,Section Title: sn.5.12/Section 1138,1
Sāmaṇerasuttaṃ,,Section Title: an5.26/Section 253,1
Sāmaṇḍakasuttaṃ,,Section Title: sn.4.5/Section 330,1
Sānusuttaṃ,,Section Title: sn.1.10/Section 239,1
Sārasuttaṃ,,Section Title: sn.5.4/Section 525,1
Sāraṇīyasuttaṃ,,Section Title: an3.2/Section 12,1
Sāriputtasaddhivihārikasuttaṃ,,Section Title: sn.4.1/Section 120,1
Sāsapasuttaṃ,,Section Title: sn.2.4/Section 129,1
Sāvakasuttaṃ,,Section Title: sn.2.4/Section 130,1
Sāḷhasuttaṃ,,Section Title: an3.7/Section 67,1
Sīghapaññāsuttaṃ,,Section Title: sn.5.11/Section 1065,1
Sīlabbatasuttaṃ,,Section Title: an3.8/Section 79,1
Sīlaṭṭhitivaggo,,Vagga Title: sn.5.3/Section 387,1
Sīsapāvanasuttaṃ,,Section Title: sn.5.12/Section 1101,1
Sīsapāvanavaggo,,Vagga Title: sn.5.12/Section 1101,1
Sīsupacālāsuttaṃ,,Section Title: sn.1.5/Section 169,1
Sīvakasuttaṃ,,Section Title: sn.4.2/Section 269,1
Sūdasuttaṃ,,Section Title: sn.5.3/Section 374,1
Sūkarakhatasuttaṃ,,Section Title: sn.5.4/Section 528,1
Sūkarakhatavaggo,,Vagga Title: sn.5.4/Section 521,1
Sūriyasuttaṃ,,Section Title: sn.1.2/Section 91,1
Tapokammasuttaṃ,,Section Title: sn.1.4/Section 137,1
Taruṇarukkhasuttaṃ,,Section Title: sn.2.1/Section 57,1
Tathāgatādisuttadasakaṃ,,Section Title: sn.5.3/Section 429,1
Tathāgatādisuttaṃ,,Section Title: sn.5.2/Section 270,1
Tathāgatādisuttaṃ - Pannarasamo.,,Section Title: sn.5.2/Section 324,1
Tatiyaabhisandasuttaṃ,,Section Title: sn.5.11/Section 1039,1
Tatiyaanāgatabhayasuttaṃ,,Section Title: an5.8/Section 79,1
Tatiyaavaṇṇārahasuttaṃ,,Section Title: an5.24/Section 238,1
Tatiyacetanāsuttaṃ,,Section Title: sn.2.1/Section 40,1
Tatiyachaphassāyatanasuttaṃ,,Section Title: sn.4.1/Section 73,1
Tatiyagilānasuttaṃ,,Section Title: sn.5.2/Section 197,1
Tatiyahitasuttaṃ,,Section Title: an5.2/Section 19,1
Tatiyajanasuttaṃ,,Section Title: sn.1.1/Section 57,1
Tatiyajhānapañhāsuttaṃ,,Section Title: sn.4.6/Section 334,1
Tatiyakaṇḍakīsuttaṃ,,Section Title: sn.5.8/Section 904,1
Tatiyakhatasuttaṃ,,Section Title: an3.15/Section 153,1
Tatiyamoranivāpasuttaṃ,,Section Title: an3.14/Section 146,1
Tatiyaovādasuttaṃ,,Section Title: sn.2.5/Section 151,1
Tatiyapabbatasuttaṃ,,Section Title: sn.2.2/Section 84,1
Tatiyapubbārāmasuttaṃ,,Section Title: sn.5.4/Section 517,1
Tatiyarukkhasuttaṃ,,Section Title: sn.5.4/Section 539,1
Tatiyasaddhammasammosasuttaṃ,,Section Title: an5.16/Section 156,1
Tatiyasammattaniyāmasuttaṃ,,Section Title: an5.16/Section 153,1
Tatiyasattakasuttaṃ,,Section Title: an7.3/Section 25,1
Tatiyasaṃkhittasuttaṃ,,Section Title: sn.5.4/Section 484,1
Tatiyasikkhāsuttaṃ,,Section Title: an3.9/Section 89,1
Tatiyasāriputtakoṭṭhikasuttaṃ,,Section Title: sn.4.10/Section 414,1
Tatiyavibhaṅgasuttaṃ,,Section Title: sn.5.4/Section 508,1
Tatiyavinayadharasobhanasuttaṃ,,Section Title: an7.8/Section 81,1
Tatiyavinayadharasuttaṃ,,Section Title: an7.8/Section 77,1
Tatiyavitthārasuttaṃ,,Section Title: sn.5.4/Section 487,1
Tatiyaājānīyasuttaṃ,,Section Title: an3.10/Section 99,1
Tatiyaāmakadhaññapeyyālavaggo,,Vagga Title: sn.5.12/Section 1151,1
Taṇhānirodhasuttaṃ,,Section Title: sn.5.2/Section 208,1
Taṇhāpañhāsuttaṃ,,Section Title: sn.4.4/Section 323,1
Theranāmakasuttaṃ,,Section Title: sn.2.10/Section 244,1
Therasuttaṃ,,Section Title: an5.9/Section 88,1
Tikaṇḍakīsuttaṃ,,Section Title: an5.15/Section 144,1
Tikaṇṇasuttaṃ,,Section Title: an3.6/Section 59,1
Tikkhapaññāsuttaṃ,,Section Title: sn.5.11/Section 1069,1
Timbarukasuttaṃ,,Section Title: sn.2.1/Section 18,1
Tiracchānadevanirayādisuttaṃ,,Section Title: sn.5.12/Section 1193,1
Tiracchānakathāsuttaṃ,,Section Title: sn.5.12/Section 1080,1
Tiracchānamanussanirayādisuttaṃ,,Section Title: sn.5.12/Section 1190,1
Tissabrahmāsuttaṃ,,Section Title: an7.6/Section 56,1
Tissasuttaṃ,,Section Title: sn.2.10/Section 243,1
Titthāyatanādisuttaṃ,,Section Title: an3.7/Section 62,1
Tiṃsamattasuttaṃ,,Section Title: sn.2.4/Section 136,1
Tiṇakaṭṭhasuttaṃ,,Section Title: sn.2.4/Section 124,1
Tiṭhānasuttaṃ,,Section Title: an3.5/Section 42,1
Tulākūṭasuttaṃ,,Section Title: sn.5.12/Section 1164,1
Turūbrahmasuttaṃ,,Section Title: sn.1.6/Section 180,1
Tālapuṭasuttaṃ,,Section Title: sn.4.8/Section 354,1
Tāyanasuttaṃ,,Section Title: sn.1.2/Section 89,1
Tīhidhammehisuttaṃ,,Section Title: sn.4.3/Section 283,1
Uccāsayanasuttaṃ,,Section Title: sn.5.12/Section 1152,1
Udakasuttaṃ,,Section Title: sn.4.1/Section 103,1
Udakūpamāsuttaṃ,,Section Title: an7.2/Section 15,1
Udayasuttaṃ,,Section Title: sn.1.7/Section 198,1
Uddhambhāgiyasuttaṃ,,Section Title: sn.5.2/Section 311,1
Uddhambhāgiyādisuttadasakaṃ,,Section Title: sn.5.3/Section 461,1
Uddhumātakasuttaṃ,,Section Title: sn.5.2/Section 242,1
Udāyisuttaṃ,,Section Title: sn.5.2/Section 211,1
Udāyivaggo,,Vagga Title: sn.5.2/Section 202,1
Uggahasuttaṃ,,Section Title: an5.4/Section 33,1
Uggasuttaṃ,,Section Title: an7.1/Section 7,1
Ujjhānasaññisuttaṃ,,Section Title: sn.1.1/Section 35,1
Ukkacelasuttaṃ,,Section Title: sn.5.3/Section 380,1
Ukkoṭanasuttaṃ,,Section Title: sn.5.12/Section 1165,1
Upacālāsuttaṃ,,Section Title: sn.1.5/Section 168,1
Upajjhāyasuttaṃ,,Section Title: an5.6/Section 56,1
Upanisasuttaṃ,,Section Title: sn.2.1/Section 23,1
Upanāhīsuttaṃ,,Section Title: sn.4.3/Section 285,1
